finished_at_unix_ms,peer,session_id,transfer_length,symbol_size,min_symbols_required,data_frames_ingested,data_frames_dropped,data_frames_duplicated,data_frames_reordered,control_acks_sent,recovery_time_ms,goodput_bytes_per_sec,overhead_ratio
1781185183977,127.0.0.1:53548,2745370292991804333,262144,1296,203,219,21,0,16,0,3782,69313.59,1.0788
